recordingId,trackId,lane_id,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration,centerX,centerY
001,1,5,98,99,-46.1742,28.5730,144.20,1.4917,3.2434,4.2734,-5.7278,-0.0615,2.3378,7.1453,0.1155,-1.9320,1.3176,-46.1742,28.5730
001,1,5,99,100,-46.0318,28.3841,144.34,1.4917,3.2434,4.2841,-5.6371,-0.9499,1.1064,7.0776,0.1942,-1.4527,-0.1267,-46.0318,28.3841
001,1,5,100,101,-45.8883,28.1968,144.48,1.4917,3.2434,4.2100,-5.6539,-2.3900,-0.9311,7.0478,0.1419,-0.6306,-2.4862,-45.8883,28.1968
001,1,5,101,102,-45.7508,28.0068,144.68,1.4917,3.2434,4.1246,-5.6992,-1.7158,-2.5475,7.0348,0.0709,1.0868,-2.8727,-45.7508,28.0068
001,1,5,102,103,-45.6130,27.8165,144.84,1.4917,3.2434,4.0955,-5.8239,-0.6804,-2.7261,7.1198,-0.0055,1.8369,-2.1262,-45.6130,27.8165
001,1,5,103,104,-45.4775,27.6181,144.87,1.4917,3.2434,4.0792,-5.8811,1.4034,-0.5975,7.1572,-0.0483,1.2963,0.8039,-45.4775,27.6181
001,1,5,104,105,-45.3408,27.4240,145.07,1.4917,3.2434,4.1891,-5.8638,1.5614,-0.5153,7.2061,0.0773,1.3164,0.9852,-45.3408,27.4240
001,1,5,105,106,-45.1980,27.2268,145.44,1.4917,3.2434,4.1834,-5.9155,-2.2948,-1.6257,7.2447,0.0897,0.0371,-2.8121,-45.1980,27.2268
001,1,5,106,107,-45.0617,27.0292,145.83,1.4917,3.2434,4.0360,-5.9723,-3.8093,-1.9838,7.2082,-0.0155,-0.4984,-4.2659,-45.0617,27.0292
001,1,5,107,108,-44.9286,26.8282,146.21,1.4917,3.2434,3.9291,-6.0479,-2.4789,-2.0054,7.2115,-0.0985,0.2878,-3.1755,-44.9286,26.8282
001,1,5,108,109,-44.7995,26.6256,146.61,1.4917,3.2434,3.8706,-6.1061,0.6448,0.0827,7.2284,-0.1287,0.2858,0.5839,-44.7995,26.6256
001,1,5,109,110,-44.6703,26.4208,147.05,1.4917,3.2434,3.9722,-6.0424,2.2868,2.3831,7.2309,0.0469,-0.7560,3.2152,-44.6703,26.4208
001,1,5,110,111,-44.5344,26.2224,147.29,1.4917,3.2434,4.0232,-5.9471,-1.3982,-0.6216,7.1780,0.1720,-0.2325,-1.5124,-44.5344,26.2224
001,1,5,111,112,-44.4019,26.0239,147.54,1.4917,3.2434,3.8789,-6.0839,-4.1712,-2.6390,7.2152,0.0076,-0.0120,-4.9359,-44.4019,26.0239
001,1,5,112,113,-44.2755,25.8164,147.75,1.4917,3.2434,3.7448,-6.1232,-1.8978,0.5659,7.1769,-0.0997,-1.4912,-1.3032,-44.2755,25.8164
001,1,5,113,114,-44.1520,25.6153,147.96,1.4917,3.2434,3.7522,-6.0461,-0.0748,-0.9623,7.1157,-0.0268,0.7761,-0.5739,-44.1520,25.6153
001,1,5,114,115,-44.0251,25.4129,148.11,1.4917,3.2434,3.7398,-6.1874,-1.3994,-4.4144,7.2292,-0.0932,3.0089,-3.5201,-44.0251,25.4129
001,1,5,115,116,-43.9024,25.2024,148.21,1.4917,3.2434,3.6588,-6.3407,-1.6374,-0.3704,7.3170,-0.2310,-0.5479,-1.5869,-43.9024,25.2024
001,1,5,116,117,-43.7810,24.9898,148.32,1.4917,3.2434,3.6306,-6.2121,0.1020,4.6014,7.1932,-0.1731,-3.8621,2.5035,-43.7810,24.9898
001,1,5,117,118,-43.6601,24.7878,148.54,1.4917,3.2434,3.6656,-6.0336,3.3405,1.8180,7.0598,-0.0227,0.1929,3.7982,-43.6601,24.7878
001,1,5,118,119,-43.5363,24.5872,148.88,1.4917,3.2434,3.8535,-6.0908,2.9679,-1.0205,7.2059,0.1512,2.4075,2.0134,-43.5363,24.5872
001,1,5,119,120,-43.4029,24.3813,149.06,1.4917,3.2434,3.8637,-6.1017,-2.2634,0.8971,7.2200,0.1765,-1.9333,-1.4800,-43.4029,24.3813
001,1,5,120,121,-43.2785,24.1800,149.15,1.4917,3.2434,3.7024,-6.0309,-1.9361,-0.6083,7.0762,0.0855,-0.4707,-1.9741,-43.2785,24.1800
001,1,5,121,122,-43.1559,23.9789,149.20,1.4917,3.2434,3.7345,-6.1423,0.2780,-2.6585,7.1882,0.0627,2.4259,-1.1225,-43.1559,23.9789
001,1,5,122,123,-43.0293,23.7701,149.20,1.4917,3.2434,3.7210,-6.2084,-1.6275,1.6450,7.2380,0.0169,-2.2464,-0.5555,-43.0293,23.7701
001,1,5,123,124,-42.9076,23.5646,149.20,1.4917,3.2434,3.6259,-6.0325,-3.3598,2.6297,7.0383,0.0251,-3.9793,-1.5391,-42.9076,23.5646
001,1,5,124,125,-42.7873,23.3675,149.24,1.4917,3.2434,3.4968,-6.0329,-3.5521,-1.8335,6.9726,-0.0803,-0.2410,-3.9901,-42.7873,23.3675
001,1,5,125,126,-42.6742,23.1620,149.26,1.4917,3.2434,3.3888,-6.1549,-1.0188,-0.1804,7.0223,-0.2329,-0.3656,-0.9679,-42.6742,23.1620
001,1,5,126,127,-42.5612,22.9568,149.30,1.4917,3.2434,3.4288,-6.0449,3.3929,1.4182,6.9483,-0.1385,0.5131,3.6414,-42.5612,22.9568
001,1,5,127,128,-42.4454,22.7586,149.36,1.4917,3.2434,3.6153,-6.0603,3.5493,-1.5739,7.0566,0.0222,3.1630,2.2517,-42.4454,22.7586
001,1,5,128,129,-42.3199,22.5523,149.49,1.4917,3.2434,3.6656,-6.1499,-0.9349,-1.4168,7.1594,0.0353,0.7459,-1.5248,-42.3199,22.5523
001,1,5,129,130,-42.2008,22.3482,149.48,1.4917,3.2434,3.5529,-6.1548,-1.5512,-0.3737,7.1064,-0.0648,-0.4658,-1.5260,-42.2008,22.3482
001,1,5,130,131,-42.0828,22.1416,149.60,1.4917,3.2434,3.5621,-6.1749,2.2559,-0.8682,7.1285,-0.0529,1.8906,1.5063,-42.0828,22.1416
001,1,5,131,132,-41.9631,21.9361,149.81,1.4917,3.2434,3.7034,-6.2127,4.3275,-0.0020,7.2324,0.0772,2.1778,3.7396,-41.9631,21.9361
001,1,5,132,133,-41.8357,21.7270,149.77,1.4917,3.2434,3.8509,-6.1750,1.2964,1.0241,7.2741,0.2183,-0.2321,1.6357,-41.8357,21.7270
001,1,5,133,134,-41.7061,21.5240,149.80,1.4917,3.2434,3.7899,-6.1444,-2.6440,-2.0161,7.2169,0.1848,0.4124,-3.2993,-41.7061,21.5240
001,1,5,134,135,-41.5828,21.3170,149.94,1.4917,3.2434,3.6745,-6.3096,-0.7061,-3.2581,7.3015,0.0199,2.4662,-2.2431,-41.5828,21.3170
001,1,5,135,136,-41.4609,21.1030,150.11,1.4917,3.2434,3.7428,-6.3618,-0.3989,0.5494,7.3808,0.0747,-0.6751,-0.0721,-41.4609,21.1030
001,1,5,136,137,-41.3330,20.8924,150.24,1.4917,3.2434,3.6479,-6.2729,-4.9406,1.7972,7.2562,0.0537,-4.0123,-3.3972,-41.3330,20.8924
001,1,5,137,138,-41.2174,20.6844,150.40,1.4917,3.2434,3.4131,-6.2419,-3.1690,0.6142,7.1132,-0.1158,-2.0995,-2.4519,-41.2174,20.6844
001,1,5,138,139,-41.1052,20.4759,150.61,1.4917,3.2434,3.4364,-6.2319,0.4881,0.1795,7.1163,-0.0637,0.0830,0.5134,-41.1052,20.4759
001,1,5,139,140,-40.9881,20.2685,150.79,1.4917,3.2434,3.4457,-6.2299,-0.9427,-0.2423,7.1192,-0.0324,-0.2485,-0.9411,-40.9881,20.2685
001,1,5,140,141,-40.8753,20.0601,151.19,1.4917,3.2434,3.3735,-6.2481,-0.9897,0.4949,7.1004,-0.0548,-0.9105,-0.6287,-40.8753,20.0601
001,1,5,141,142,-40.7630,19.8515,151.47,1.4917,3.2434,3.3796,-6.1969,0.1484,0.8000,7.0586,0.0094,-0.6320,0.5124,-40.7630,19.8515
001,1,5,142,143,-40.6497,19.6466,151.60,1.4917,3.2434,3.3834,-6.1947,-0.7200,-1.1607,7.0584,0.0294,0.6785,-1.1854,-40.6497,19.6466
001,1,5,143,144,-40.5372,19.4381,151.79,1.4917,3.2434,3.3316,-6.2743,-1.4938,-2.1774,7.1039,-0.0295,1.2129,-2.3455,-40.5372,19.4381
001,1,5,144,145,-40.4274,19.2279,151.99,1.4917,3.2434,3.2837,-6.3400,0.9046,-1.3748,7.1395,-0.0784,1.6386,0.1530,-40.4274,19.2279
001,1,5,145,146,-40.3181,19.0150,152.08,1.4917,3.2434,3.3920,-6.3661,1.4143,-0.4003,7.2133,0.0166,1.0159,1.0623,-40.3181,19.0150
001,1,5,146,147,-40.2011,18.8031,152.28,1.4917,3.2434,3.3781,-6.3667,-2.5884,0.4531,7.2073,0.0294,-1.6050,-2.0806,-40.2011,18.8031
001,1,5,147,148,-40.0926,18.5902,152.51,1.4917,3.2434,3.2192,-6.3358,-1.5758,0.8337,7.1065,-0.0685,-1.4669,-1.0131,-40.0926,18.5902
001,1,5,148,149,-39.9862,18.3802,152.72,1.4917,3.2434,3.2729,-6.3111,2.0531,1.4014,7.1092,0.0164,-0.3046,2.4670,-39.9862,18.3802
001,1,5,149,150,-39.8742,18.1690,152.76,1.4917,3.2434,3.3562,-6.2423,-0.2668,0.6915,7.0862,0.1268,-0.7370,0.0793,-39.8742,18.1690
001,1,5,150,151,-39.7623,17.9637,152.80,1.4917,3.2434,3.2551,-6.2649,-2.0185,-2.5812,7.0600,0.0317,1.3732,-2.9751,-39.7623,17.9637
001,1,5,151,152,-39.6570,17.7509,152.88,1.4917,3.2434,3.2215,-6.4146,-0.3471,-1.9135,7.1779,-0.0567,1.5449,-1.1812,-39.6570,17.7509
001,1,5,152,153,-39.5473,17.5356,152.93,1.4917,3.2434,3.2319,-6.3926,-2.5693,2.0109,7.1631,-0.0308,-2.9597,-1.3729,-39.5473,17.5356
